Incident Date,Park Name,Cause of Death,Intent,Outcome,Sex,Age Range
6/6/12,Acadia National Park,Undetermined,Undetermined,Fatal injury,Male,Undetermined
6/7/12,Friendship Hill National Historic Site,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
6/10/12,Niobrara National Scenic River,Drowning,Unintentional,Fatal injury,Male,Undetermined
6/14/12,Denali National Park & Preserve,Natural/Environmental,Unintentional,Fatal injury,Undetermined,45-54
6/14/12,Denali National Park & Preserve,Natural/Environmental,Unintentional,Fatal injury,Female,45-54
6/14/12,Denali National Park & Preserve,Natural/Environmental,Unintentional,Fatal injury,Undetermined,55-64
6/14/12,Denali National Park & Preserve,Natural/Environmental,Unintentional,Fatal injury,Female,55-64
6/14/12,Grand Teton National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
6/14/12,Denali National Park & Preserve,Natural/Environmental,Unintentional,Fatal injury,Undetermined,55-64
6/14/12,Denali National Park & Preserve,Natural/Environmental,Unintentional,Fatal injury,Male,55-64
6/14/12,Denali National Park & Preserve,Natural/Environmental,Unintentional,Fatal injury,Undetermined,55-64
6/14/12,Denali National Park & Preserve,Natural/Environmental,Unintentional,Fatal injury,Male,55-64
6/14/12,Denali National Park & Preserve,Natural/Environmental,Unintentional,Fatal injury,Male,Undetermined
6/14/12,Denali National Park & Preserve,Natural/Environmental,Unintentional,Fatal injury,Male,Undetermined
6/14/12,Denali National Park & Preserve,Natural/Environmental,Unintentional,Fatal injury,Male,Undetermined
6/14/12,Denali National Park & Preserve,Natural/Environmental,Unintentional,Fatal injury,Male,Undetermined
6/15/12,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,0-14
6/15/12,New River Gorge National River,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
6/15/12,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65
6/18/12,Indiana Dunes National Park,Drowning,Unintentional,Fatal injury,Male,Undetermined
6/20/12,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
6/20/12,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Female,45-54
6/21/12,Big Thicket National Preserve,Drowning,Unintentional,Fatal injury,Male,15-24
6/23/12,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,Undetermined
6/25/12,Channel Islands National Park,Drowning,Unintentional,Fatal injury,Male,55-64
6/28/12,Acadia National Park,Fall/Slips,Unintentional,Fatal injury,Female,15-24
6/30/12,Ozark National Scenic Riverways,Wildlife/Animal,Unintentional,Fatal injury,Male,45-54
6/30/12,Saguaro National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
6/30/12,Yosemite National Park,Fall/Slips,Unintentional,Fatal injury,Male,Undetermined
7/2/12,Yosemite National Park,Fall/Slips,Unintentional,Fatal injury,Male,45-54
7/4/12,Lake Meredith National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
7/4/12,Mount Rainier National Park,Drowning,Unintentional,Fatal injury,Male,Undetermined
7/5/12,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Fatal injury,Male,45-54
7/5/12,Great Smoky Mountains National Park,Natural/Environmental,Unintentional,Fatal injury,Male,Undetermined
7/6/12,Great Smoky Mountains National Park,Natural/Environmental,Unintentional,Fatal injury,Female,35-44
7/6/12,Yosemite National Park,Drowning,Unintentional,Fatal injury,Male,Undetermined
7/6/12,Glen Canyon National Recreation Area,Other Transport Crash,Unintentional,Fatal injury,Undetermined,Undetermined
7/6/12,Glen Canyon National Recreation Area,Other Transport Crash,Unintentional,Fatal injury,Undetermined,Undetermined
7/7/12,Point Reyes National Seashore,Drowning,Unintentional,Fatal injury,Male,65
7/8/12,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,0-14
7/8/12,Indiana Dunes National Park,Drowning,Unintentional,Fatal injury,Male,15-24
7/8/12,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,35-44
7/12/12,Rocky Mountain National Park,Fall/Slips,Unintentional,Fatal injury,Male,45-54
7/13/12,Grand Teton National Park,Fall/Slips,Unintentional,Fatal injury,Male,25-34
7/14/12,Lake Mead National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,Undetermined
7/15/12,Theodore Roosevelt National Park,Undetermined,Undetermined,Fatal injury,Male,45-54
7/15/12,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Female,65
7/17/12,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
7/19/12,Indiana Dunes National Park,Drowning,Unintentional,Fatal injury,Male,0-14
7/19/12,Grand Teton National Park,Fall/Slips,Unintentional,Fatal injury,Male,25-34
7/19/12,Grand Canyon National Park,Fall/Slips,Unintentional,Fatal injury,Female,Undetermined
7/20/12,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,Undetermined
7/21/12,Everglades National Park,Drowning,Unintentional,Fatal injury,Male,65
7/22/12,Grand Teton National Park,Fall/Slips,Unintentional,Fatal injury,Male,25-34
7/24/12,Sequoia & Kings Canyon National Parks,Undetermined,Undetermined,Fatal injury,Male,25-34
7/25/12,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Female,25-34
7/26/12,Mount Rainier National Park,Other Transport Crash,Unintentional,Fatal injury,Male,55-64
7/28/12,Glacier National Park,Fall/Slips,Unintentional,Fatal injury,Male,15-24
7/28/12,Acadia National Park,Fall/Slips,Unintentional,Fatal injury,Female,15-24
7/28/12,Sequoia & Kings Canyon National Parks,Undetermined,Undetermined,Fatal injury,Male,55-64
7/31/12,Sequoia & Kings Canyon National Parks,Natural/Environmental,Unintentional,Fatal injury,Male,0-14
7/31/12,Redwood National and State Parks,Motor Vehicle Crash,Unintentional,Fatal injury,Female,45-54
8/1/12,Yosemite National Park,Drowning,Unintentional,Fatal injury,Male,45-54
8/2/12,Shenandoah National Park,Fall/Slips,Unintentional,Fatal injury,Male,35-44
8/2/12,Sequoia & Kings Canyon National Parks,Natural/Environmental,Unintentional,Fatal injury,Male,55-64
8/2/12,Apostle Islands National Lakeshore,Drowning,Unintentional,Fatal injury,Male,65
8/5/12,Sleeping Bear Dunes National Lakeshore,Drowning,Unintentional,Fatal injury,Male,35-44
8/6/12,Mount Rushmore National Memorial,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Undetermined
8/6/12,Mount Rainier National Park,Natural/Environmental,Unintentional,Fatal injury,Male,Undetermined
8/7/12,Death Valley National Park,Natural/Environmental,Unintentional,Fatal injury,Male,25-34
8/7/12,Little River Canyon National Preserve,Drowning,Unintentional,Fatal injury,Male,45-54
8/7/12,Death Valley National Park,Natural/Environmental,Unintentional,Fatal injury,Male,55-64
8/14/12,Saint Croix Island International Historic Site,Drowning,Unintentional,Fatal injury,Female,0-14
8/14/12,Yellowstone National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
8/15/12,Yosemite National Park,Drowning,Unintentional,Fatal injury,Male,0-14
8/15/12,Yosemite National Park,Drowning,Unintentional,Fatal injury,Male,0-14
8/18/12,Glen Canyon National Recreation Area,Fall/Slips,Unintentional,Fatal injury,Male,45-54
8/18/12,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,45-54
8/19/12,North Cascades National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
8/20/12,Yellowstone National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Undetermined,Undetermined
8/20/12,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,Undetermined
8/24/12,Denali National Park & Preserve,Wildlife/Animal,Unintentional,Fatal injury,Male,45-54
8/26/12,Glen Canyon National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
9/1/12,Sequoia & Kings Canyon National Parks,Fall/Slips,Unintentional,Fatal injury,Male,55-64
9/2/12,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,45-54
9/2/12,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Undetermined,Undetermined
9/4/12,Whiskeytown National Recreation Area,Drowning,Unintentional,Fatal injury,Female,Undetermined
9/6/12,Mount Rainier National Park,Natural/Environmental,Unintentional,Fatal injury,Female,Undetermined
9/19/12,Zion National Park,Fall/Slips,Unintentional,Fatal injury,Male,65
9/19/12,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
9/21/12,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Male,35-44
9/23/12,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
9/23/12,Mount Rainier National Park,Fall/Slips,Unintentional,Fatal injury,Male,Undetermined
9/24/12,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Male,55-64
9/25/12,Glacier National Park,Drowning,Unintentional,Fatal injury,Male,65
9/29/12,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,45-54
9/29/12,Rocky Mountain National Park,Fall/Slips,Unintentional,Fatal injury,Female,45-54
10/3/12,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Male,35-44
10/4/12,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,45-54
10/9/12,Grand Canyon National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,55-64
10/11/12,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,65
10/13/12,Lake Mead National Recreation Area,Other Specified,Unintentional,Fatal injury,Male,25-34
10/13/12,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,25-34
10/14/12,Saint Croix Island International Historic Site,Drowning,Unintentional,Fatal injury,Male,45-54
10/20/12,Fire Island National Seashore,Other Transport Crash,Unintentional,Fatal injury,Male,45-54
10/20/12,Fire Island National Seashore,Other Transport Crash,Unintentional,Fatal injury,Male,65
10/23/12,Shenandoah National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
10/24/12,Sequoia & Kings Canyon National Parks,Undetermined,Undetermined,Fatal injury,Male,45-54
10/26/12,Zion National Park,Fall/Slips,Unintentional,Fatal injury,Male,45-54
11/1/12,Buffalo National River,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Undetermined
11/11/12,Lake Mead National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,25-34
11/11/12,Cape Hatteras National Seashore,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Undetermined
11/19/12,Cape Lookout National Seashore,Drowning,Unintentional,Fatal injury,Male,55-64
11/25/12,Scotts Bluff National Monument,Fall/Slips,Unintentional,Fatal injury,Male,15-24
12/6/12,Point Reyes National Seashore,Undetermined,Undetermined,Fatal injury,Female,65
12/13/12,Virgin Islands National Park,Drowning,Unintentional,Fatal injury,Male,65
12/24/12,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Undetermined,Undetermined
12/27/12,Yosemite National Park,Other Transport Crash,Unintentional,Fatal injury,Male,65
1/5/13,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
1/9/13,Yosemite National Park,Other Specified,Unintentional,Fatal injury,Male,65
1/11/13,Grand Canyon National Park,Drowning,Unintentional,Fatal injury,Female,15-24
1/13/13,Virgin Islands National Park,Drowning,Unintentional,Fatal injury,Male,55-64
1/15/13,Great Smoky Mountains National Park,Undetermined,Undetermined,Fatal injury,Male,45-54
1/15/13,Redwood National and State Parks,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
1/15/13,Redwood National and State Parks,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
1/15/13,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,Undetermined
1/16/13,Joshua Tree National Park,Undetermined,Undetermined,Fatal injury,Male,55-64
1/17/13,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,15-24
1/24/13,Grand Canyon National Park,Other Specified,Unintentional,Fatal injury,Male,35-44
1/25/13,Rocky Mountain National Park,Undetermined,Undetermined,Fatal injury,Male,35-44
1/27/13,Grand Teton National Park,Natural/Environmental,Unintentional,Fatal injury,Male,25-34
1/28/13,Grand Teton National Park,Natural/Environmental,Unintentional,Fatal injury,Male,25-34
1/31/13,Fort Bowie National Historic Site,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
2/14/13,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Fatal injury,Male,65
2/15/13,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Fatal injury,Male,Undetermined
2/16/13,Saint Croix Island International Historic Site,Drowning,Unintentional,Fatal injury,Undetermined,Undetermined
3/1/13,Grand Teton National Park,Natural/Environmental,Unintentional,Fatal injury,Male,35-44
3/6/13,Great Smoky Mountains National Park,Natural/Environmental,Unintentional,Fatal injury,Male,35-44
3/11/13,Great Smoky Mountains National Park,Drowning,Unintentional,Fatal injury,Male,65
3/12/13,Pea Ridge National Military Park,Motor Vehicle Crash,Unintentional,Fatal injury,Undetermined,Undetermined
3/12/13,Pea Ridge National Military Park,Motor Vehicle Crash,Unintentional,Fatal injury,Undetermined,Undetermined
3/13/13,Glacier National Park,Drowning,Unintentional,Fatal injury,Female,25-34
3/16/13,Rocky Mountain National Park,Natural/Environmental,Unintentional,Fatal injury,Male,35-44
3/23/13,Everglades National Park,Undetermined,Undetermined,Fatal injury,Male,45-54
4/7/13,Canyonlands National Park,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
4/7/13,Canyonlands National Park,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
4/9/13,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
4/9/13,Black Canyon Of The Gunnison National Park,Undetermined,Undetermined,Fatal injury,Male,Undetermined
4/12/13,Great Falls,Drowning,Unintentional,Fatal injury,Male,45-54
4/13/13,Shenandoah National Park,Natural/Environmental,Unintentional,Fatal injury,Male,65
4/16/13,Natchez Trace Parkway,Undetermined,Undetermined,Fatal injury,Male,55-64
4/16/13,Great Smoky Mountains National Park,Undetermined,Undetermined,Fatal injury,Male,Undetermined
4/18/13,Acadia National Park,Drowning,Unintentional,Fatal injury,Male,35-44
4/18/13,Acadia National Park,Drowning,Unintentional,Fatal injury,Male,65
4/24/13,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Undetermined
4/27/13,Mojave National Preserve,Natural/Environmental,Unintentional,Fatal injury,Male,45-54
4/27/13,Gateway National Recreation Area,Drowning,Unintentional,Fatal injury,Male,Undetermined
4/28/13,Acadia National Park,Fall/Slips,Unintentional,Fatal injury,Male,15-24
5/4/13,Upper Delaware Scenic & Recreational River,Undetermined,Undetermined,Fatal injury,Male,Undetermined
5/4/13,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,Undetermined
5/5/13,Delaware Water Gap National Recreation Area,Drowning,Unintentional,Fatal injury,Male,55-64
5/5/13,Yosemite National Park,Fall/Slips,Unintentional,Fatal injury,Male,65
5/6/13,Buffalo National River,Drowning,Unintentional,Fatal injury,Female,65
5/8/13,New River Gorge National River,Other Specified,Unintentional,Fatal injury,Male,15-24
5/15/13,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
5/17/13,Harpers Ferry National Historical Park,Other Transport Crash,Unintentional,Fatal injury,Male,Undetermined
5/19/13,Yosemite National Park,Natural/Environmental,Unintentional,Fatal injury,Male,35-44
5/20/13,New River Gorge National River,Other Transport Crash,Unintentional,Fatal injury,Female,45-54
5/21/13,Lake Roosevelt National Recreation Area,Drowning,Unintentional,Fatal injury,Male,65
5/21/13,Death Valley National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Undetermined
5/26/13,Big Thicket National Preserve,Drowning,Unintentional,Fatal injury,Male,25-34
5/31/13,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,55-64
5/31/13,Buffalo National River,Other Specified,Unintentional,Fatal injury,Male,Undetermined
6/1/13,Yosemite National Park,Drowning,Unintentional,Fatal injury,Male,15-24
6/1/13,Lake Mead National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,Undetermined
6/2/13,Yosemite National Park,Natural/Environmental,Unintentional,Fatal injury,Male,25-34
6/6/13,Joshua Tree National Park,Fall/Slips,Unintentional,Fatal injury,Male,Undetermined
